Top Level Branch,Top Level Sold To,Zone,Top Level Order,Top Level Line,Last Next Status,Shipment Number(s),TL SO Alert,ECD,ECD Notes,Line Creation,Top Level Type,Schedule Pick Date,Promised Delivery Date,Top Level Item,Supply Item Description,SRP1,SC Rep,Line Amount,Region Zone
Branch 1,Customer_8462,North,ORD963383,LINE468066,Processing,SHP734208,URGENT,2022-04-21,on track,2022-04-15,Type 1,2022-04-17,2022-04-21,Product_9505,Description of item,407.71,Rep B,5917.22,Zone C
Branch 1,Customer_8944,West,ORD683879,LINE819892,Shipped,SHP449137,,2024-05-21,production capacity limits,2024-04-24,Type 2,2024-04-26,2024-05-04,Product_265,Description of item,421.12,Rep C,1792.41,Zone D
Branch 3,Customer_9617,North,ORD237319,LINE408047,Shipped,SHP448520,,2023-02-05,QA inspection delays,2023-01-18,Type 2,2023-01-20,2023-01-25,Product_3557,Description of item,115.98,Rep A,9059.36,Zone B
Branch 2,Customer_8246,South,ORD265781,LINE361658,On Hold,SHP777681,,2022-08-08,inflation impact,2022-07-02,Type 2,2022-07-04,2022-07-21,Product_11380,Description of item,47.36,Rep B,3423.91,Zone A
Branch 4,Customer_4614,North,ORD524898,LINE863687,On Hold,SHP711942,URGENT,2022-09-20,supplier price changes,2022-08-30,Type 1,2022-09-01,2022-09-13,Product_8914,Description of item,236.16,Rep B,3473.02,Zone D
Branch 2,Customer_5111,East,ORD136895,LINE551934,Delivered,SHP469830,URGENT,2023-06-23,inventory mismatch,2023-06-01,Type 1,2023-06-03,2023-06-08,Product_10042,Description of item,402.77,Rep B,9717.14,Zone A
Branch 2,Customer_5219,East,ORD481565,LINE601526,Processing,SHP501780,,2021-08-07,customs backlog,2021-07-06,Type 2,2021-07-08,2021-07-19,Product_6877,Description of item,205.58,Rep B,9033.22,Zone B
Branch 1,Customer_2656,North,ORD700462,LINE726248,Shipped,SHP825661,,2020-05-31,supply chain delay,2020-05-02,Type 2,2020-05-04,2020-05-23,Product_11842,Description of item,432.5,Rep D,1001.99,Zone D
Branch 4,Customer_3038,South,ORD581180,LINE532401,Processing,SHP423561,,2024-11-13,on track,2024-10-24,Type 2,2024-10-26,2024-11-15,Product_6808,Description of item,117.59,Rep B,4240.78,Zone A
Branch 3,Customer_1137,North,ORD787544,LINE664898,On Hold,SHP260873,,2024-06-22,holiday backlog,2024-05-26,Type 1,2024-05-28,2024-06-12,Product_10788,Description of item,387.77,Rep B,7033.49,Zone B
Branch 1,Customer_2986,West,ORD707850,LINE208369,Delivered,SHP511919,,2024-04-07,on track,2024-03-21,Type 2,2024-03-23,2024-04-08,Product_8375,Description of item,131.76,Rep A,8350.4,Zone C
Branch 1,Customer_6357,West,ORD477252,LINE914144,Processing,SHP559566,,2022-08-11,on track,2022-07-23,Type 1,2022-07-25,2022-08-11,Product_8971,Description of item,50.31,Rep D,3915.68,Zone A
Branch 3,Customer_9563,South,ORD906012,LINE791995,Processing,SHP553958,,2024-06-05,on track,2024-05-19,Type 3,2024-05-21,2024-06-06,Product_4264,Description of item,165.9,Rep A,7066.34,Zone A
Branch 4,Customer_4924,South,ORD482398,LINE568315,On Hold,SHP787569,,2020-08-16,supply chain delay,2020-08-03,Type 2,2020-08-05,2020-08-15,Product_4719,Description of item,346.53,Rep A,1842.7,Zone C
Branch 1,Customer_9845,East,ORD850800,LINE597756,Processing,SHP564467,,2020-05-17,factory shutdown,2020-04-28,Type 2,2020-04-30,2020-05-10,Product_9098,Description of item,237.42,Rep B,9550.19,Zone B
Branch 1,Customer_4262,East,ORD204640,LINE573990,Processing,SHP770959,,2020-09-15,on track,2020-08-23,Type 3,2020-08-25,2020-09-16,Product_5320,Description of item,255.5,Rep D,2714.8,Zone C
Branch 2,Customer_9055,North,ORD664179,LINE685687,Shipped,SHP474060,URGENT,2021-11-25,on track,2021-11-04,Type 1,2021-11-06,2021-11-25,Product_8807,Description of item,150.73,Rep A,6280.33,Zone A
Branch 4,Customer_2018,North,ORD248711,LINE118950,Processing,SHP725591,,2024-08-18,holiday backlog,2024-07-17,Type 3,2024-07-19,2024-07-30,Product_8507,Description of item,294.1,Rep C,4166.95,Zone D
Branch 4,Customer_1843,South,ORD799274,LINE668796,On Hold,SHP645615,,2024-01-27,demand surge,2024-01-08,Type 3,2024-01-10,2024-01-24,Product_4446,Description of item,324.8,Rep A,1004.1,Zone B
Branch 3,Customer_8723,North,ORD459048,LINE319918,Processing,SHP244534,,2023-10-14,inventory mismatch,2023-09-22,Type 2,2023-09-24,2023-09-29,Product_4750,Description of item,370.73,Rep D,9983.13,Zone C
Branch 1,Customer_1754,West,ORD732435,LINE148244,Shipped,SHP935721,,2024-03-11,on track,2024-02-28,Type 3,2024-03-01,2024-03-13,Product_11203,Description of item,458.67,Rep C,6880.24,Zone B
Branch 3,Customer_3733,West,ORD910533,LINE344572,Processing,SHP300418,,2024-12-05,holiday backlog,2024-11-19,Type 1,2024-11-21,2024-11-26,Product_6436,Description of item,61.11,Rep C,7965.91,Zone D
Branch 3,Customer_3806,South,ORD943197,LINE238376,Delivered,SHP503997,,2022-10-07,inflation impact,2022-09-14,Type 2,2022-09-16,2022-09-21,Product_7433,Description of item,324.69,Rep C,7481.52,Zone D
Branch 2,Customer_6632,South,ORD925577,LINE921303,On Hold,SHP795976,,2021-12-20,customs backlog,2021-11-08,Type 2,2021-11-10,2021-12-06,Product_8101,Description of item,238.84,Rep D,2601.3,Zone B
Branch 3,Customer_4477,South,ORD286209,LINE140768,Shipped,SHP961245,,2023-07-17,on track,2023-07-07,Type 3,2023-07-09,2023-07-18,Product_1444,Description of item,333.3,Rep D,2392.89,Zone D
Branch 1,Customer_4601,South,ORD233812,LINE637460,Shipped,SHP688201,,2021-01-02,supply chain delay,2020-12-02,Type 1,2020-12-04,2020-12-27,Product_1688,Description of item,271.98,Rep D,1619.49,Zone D
Branch 1,Customer_7292,South,ORD170731,LINE380536,Processing,SHP961714,URGENT,2024-02-19,production capacity limits,2024-01-31,Type 2,2024-02-02,2024-02-17,Product_9421,Description of item,316.64,Rep C,1161.61,Zone C
Branch 3,Customer_3421,North,ORD702810,LINE831947,On Hold,SHP233315,,2023-04-15,inventory mismatch,2023-03-13,Type 3,2023-03-15,2023-03-30,Product_2763,Description of item,288.16,Rep B,9697.53,Zone A
Branch 1,Customer_8178,South,ORD113658,LINE455631,Processing,SHP180037,,2023-09-24,severe weather,2023-08-24,Type 3,2023-08-26,2023-09-21,Product_6742,Description of item,432.37,Rep D,9650.96,Zone D
Branch 3,Customer_4300,South,ORD689368,LINE593168,Shipped,SHP106103,,2024-07-15,production capacity limits,2024-06-06,Type 3,2024-06-08,2024-07-01,Product_4597,Description of item,95.65,Rep C,7078.55,Zone B
Branch 3,Customer_5993,West,ORD575421,LINE794604,Delivered,SHP238610,URGENT,2023-07-04,on track,2023-06-21,Type 3,2023-06-23,2023-07-04,Product_799,Description of item,398.43,Rep B,846.46,Zone B
Branch 1,Customer_3646,South,ORD386183,LINE212616,Delivered,SHP892897,URGENT,2020-12-07,on track,2020-11-26,Type 3,2020-11-28,2020-12-08,Product_2196,Description of item,187.12,Rep B,6885.56,Zone B
Branch 3,Customer_5994,West,ORD788236,LINE830631,Delivered,SHP311152,,2024-08-15,on track,2024-07-31,Type 3,2024-08-02,2024-08-15,Product_11314,Description of item,65.55,Rep A,5858.22,Zone D
Branch 3,Customer_2232,North,ORD172861,LINE894275,Shipped,SHP133407,,2023-04-16,QA inspection delays,2023-03-19,Type 2,2023-03-21,2023-03-31,Product_11578,Description of item,215.66,Rep B,9684.28,Zone B
Branch 2,Customer_8759,South,ORD741593,LINE840149,On Hold,SHP380544,,2022-01-23,on track,2022-01-16,Type 1,2022-01-18,2022-01-24,Product_8460,Description of item,241.77,Rep B,3410.02,Zone D
Branch 3,Customer_8914,North,ORD620954,LINE573608,On Hold,SHP558987,,2023-10-03,severe weather,2023-09-13,Type 3,2023-09-15,2023-09-28,Product_6996,Description of item,41.44,Rep B,5477.44,Zone A
Branch 2,Customer_1132,South,ORD619809,LINE918708,Delivered,SHP667543,,2022-03-06,supplier price changes,2022-01-30,Type 3,2022-02-01,2022-02-26,Product_9554,Description of item,263.29,Rep D,1970.36,Zone D
Branch 4,Customer_1198,West,ORD889533,LINE183416,Delivered,SHP264779,,2023-09-19,on track,2023-08-25,Type 3,2023-08-27,2023-09-19,Product_3192,Description of item,213.84,Rep A,6325.0,Zone B
Branch 3,Customer_5384,North,ORD293053,LINE725223,On Hold,SHP927417,,2020-10-16,supply chain delay,2020-09-18,Type 3,2020-09-20,2020-10-12,Product_4331,Description of item,347.85,Rep D,5489.15,Zone C
Branch 4,Customer_7609,East,ORD666291,LINE117068,On Hold,SHP344130,,2023-07-30,on track,2023-07-19,Type 2,2023-07-21,2023-07-30,Product_6006,Description of item,145.79,Rep C,9849.61,Zone A
Branch 3,Customer_1315,North,ORD168961,LINE457202,Processing,SHP395812,,2021-04-30,on track,2021-04-19,Type 1,2021-04-21,2021-05-01,Product_7653,Description of item,52.59,Rep A,3663.45,Zone C
Branch 3,Customer_5333,South,ORD890883,LINE230670,Processing,SHP229294,URGENT,2022-07-05,on track,2022-06-17,Type 2,2022-06-19,2022-07-05,Product_3180,Description of item,23.33,Rep B,9958.83,Zone D
Branch 2,Customer_3373,North,ORD414694,LINE730955,Shipped,SHP362971,,2024-11-07,on track,2024-10-30,Type 3,2024-11-01,2024-11-09,Product_5473,Description of item,399.84,Rep D,6912.06,Zone D
Branch 4,Customer_4708,West,ORD164164,LINE211747,Shipped,SHP830127,,2021-05-12,on track,2021-04-15,Type 3,2021-04-17,2021-05-14,Product_1184,Description of item,219.63,Rep C,795.2,Zone C
Branch 4,Customer_2531,North,ORD455296,LINE699370,Shipped,SHP633090,,2025-03-31,other issue,2025-02-23,Type 2,2025-02-25,2025-03-12,Product_1263,Description of item,279.8,Rep C,8860.05,Zone C
Branch 1,Customer_4811,East,ORD538639,LINE843949,Shipped,SHP740992,,2024-06-30,on track,2024-06-17,Type 3,2024-06-19,2024-07-01,Product_7054,Description of item,243.26,Rep B,6477.67,Zone D
Branch 3,Customer_2176,South,ORD518967,LINE446200,Shipped,SHP148300,,2021-04-17,shipping container shortage,2021-03-11,Type 2,2021-03-13,2021-04-04,Product_329,Description of item,413.26,Rep D,1545.92,Zone C
Branch 1,Customer_3249,North,ORD247537,LINE101718,Shipped,SHP887146,,2023-10-21,QA inspection delays,2023-10-01,Type 2,2023-10-03,2023-10-07,Product_4367,Description of item,434.24,Rep C,9657.21,Zone A
Branch 1,Customer_9828,North,ORD996294,LINE660695,Processing,SHP618019,,2023-04-04,inventory mismatch,2023-03-10,Type 1,2023-03-12,2023-03-31,Product_7579,Description of item,23.92,Rep A,2516.52,Zone C
Branch 2,Customer_2420,West,ORD389461,LINE604706,Processing,SHP992420,,2023-08-03,on track,2023-07-09,Type 3,2023-07-11,2023-08-05,Product_801,Description of item,204.47,Rep A,8218.05,Zone A
Branch 3,Customer_6751,North,ORD535490,LINE746441,Processing,SHP490384,,2020-12-23,on track,2020-12-01,Type 3,2020-12-03,2020-12-23,Product_6624,Description of item,72.11,Rep C,1479.18,Zone B
Branch 1,Customer_6956,West,ORD773622,LINE857239,Delivered,SHP324477,,2020-05-07,on track,2020-04-30,Type 2,2020-05-02,2020-05-09,Product_8260,Description of item,69.17,Rep D,3665.32,Zone D
Branch 2,Customer_5358,East,ORD367401,LINE466175,Shipped,SHP863053,,2024-07-20,holiday backlog,2024-07-10,Type 3,2024-07-12,2024-07-19,Product_3514,Description of item,109.67,Rep A,8582.02,Zone B
Branch 2,Customer_7024,East,ORD752579,LINE500854,On Hold,SHP283638,URGENT,2025-03-28,on track,2025-03-07,Type 3,2025-03-09,2025-03-30,Product_5849,Description of item,27.84,Rep A,4807.53,Zone D
Branch 4,Customer_4117,South,ORD830719,LINE981352,Delivered,SHP136686,,2022-04-25,on track,2022-03-31,Type 2,2022-04-02,2022-04-27,Product_9119,Description of item,443.31,Rep A,6573.19,Zone B
Branch 1,Customer_4496,West,ORD473115,LINE769761,Shipped,SHP196751,URGENT,2024-04-18,production capacity limits,2024-03-25,Type 2,2024-03-27,2024-04-11,Product_9870,Description of item,289.81,Rep D,6466.06,Zone D
Branch 2,Customer_6529,West,ORD915155,LINE858686,On Hold,SHP360084,,2021-06-05,on track,2021-05-21,Type 1,2021-05-23,2021-06-07,Product_9219,Description of item,229.08,Rep B,4915.5,Zone A
Branch 4,Customer_3774,North,ORD629989,LINE855137,Processing,SHP621102,URGENT,2020-06-10,on track,2020-05-26,Type 1,2020-05-28,2020-06-12,Product_4482,Description of item,82.57,Rep B,766.83,Zone A
Branch 2,Customer_4772,North,ORD506994,LINE522822,Processing,SHP714749,,2025-01-10,on track,2024-12-21,Type 3,2024-12-23,2025-01-10,Product_11212,Description of item,323.33,Rep D,6559.64,Zone C
Branch 3,Customer_2036,North,ORD983621,LINE948148,Delivered,SHP639471,,2021-07-10,shipping container shortage,2021-06-20,Type 1,2021-06-22,2021-07-07,Product_2373,Description of item,372.22,Rep A,8119.54,Zone D
Branch 4,Customer_9883,South,ORD522191,LINE611119,Processing,SHP415482,,2023-09-14,QA inspection delays,2023-08-05,Type 2,2023-08-07,2023-09-03,Product_7138,Description of item,99.7,Rep D,6074.03,Zone B
Branch 2,Customer_2813,South,ORD763078,LINE960299,On Hold,SHP331367,,2024-08-04,on track,2024-07-09,Type 1,2024-07-11,2024-08-06,Product_5121,Description of item,342.77,Rep C,1757.31,Zone C
Branch 3,Customer_9462,North,ORD939441,LINE567960,On Hold,SHP516577,,2025-04-16,other issue,2025-03-10,Type 1,2025-03-12,2025-04-04,Product_965,Description of item,454.2,Rep A,6071.84,Zone B
Branch 3,Customer_6997,South,ORD738951,LINE766397,Shipped,SHP629961,URGENT,2021-08-02,labor shortage,2021-07-17,Type 2,2021-07-19,2021-07-25,Product_9152,Description of item,184.93,Rep C,883.36,Zone A
Branch 2,Customer_8511,North,ORD522928,LINE134486,On Hold,SHP435864,URGENT,2020-12-06,on track,2020-11-16,Type 3,2020-11-18,2020-12-06,Product_2636,Description of item,65.88,Rep B,5085.96,Zone B
Branch 4,Customer_3274,West,ORD713655,LINE949549,Delivered,SHP733586,,2020-07-05,on track,2020-06-17,Type 1,2020-06-19,2020-07-06,Product_265,Description of item,498.51,Rep D,5522.38,Zone C
Branch 4,Customer_9970,West,ORD911708,LINE277316,Shipped,SHP996318,,2021-11-12,on track,2021-11-05,Type 3,2021-11-07,2021-11-13,Product_11300,Description of item,58.06,Rep B,5372.45,Zone D
Branch 3,Customer_6565,South,ORD502784,LINE287691,Processing,SHP884789,,2025-04-17,on track,2025-03-23,Type 2,2025-03-25,2025-04-19,Product_7021,Description of item,342.23,Rep A,5201.07,Zone C
Branch 3,Customer_2562,West,ORD723826,LINE536075,Delivered,SHP441086,URGENT,2021-02-14,on track,2021-01-26,Type 2,2021-01-28,2021-02-16,Product_6088,Description of item,280.61,Rep B,4944.58,Zone A
Branch 1,Customer_1857,West,ORD354223,LINE382203,On Hold,SHP416867,,2024-07-06,demand surge,2024-06-10,Type 2,2024-06-12,2024-06-19,Product_8961,Description of item,81.69,Rep C,6984.74,Zone C
Branch 1,Customer_5835,South,ORD701349,LINE871551,Processing,SHP912621,URGENT,2022-05-18,on track,2022-05-05,Type 3,2022-05-07,2022-05-18,Product_4879,Description of item,59.24,Rep D,4182.71,Zone C
Branch 2,Customer_1872,West,ORD670577,LINE318468,Delivered,SHP751524,,2024-08-23,on track,2024-08-14,Type 1,2024-08-16,2024-08-24,Product_554,Description of item,293.38,Rep D,5113.97,Zone D
Branch 1,Customer_3571,South,ORD601516,LINE469296,On Hold,SHP962606,URGENT,2023-03-22,severe weather,2023-02-15,Type 2,2023-02-17,2023-03-06,Product_4535,Description of item,240.72,Rep C,3645.87,Zone B
Branch 1,Customer_9914,South,ORD114469,LINE103677,Shipped,SHP548259,URGENT,2022-02-19,supplier price changes,2022-01-21,Type 2,2022-01-23,2022-02-14,Product_11496,Description of item,186.94,Rep C,9552.11,Zone A
Branch 3,Customer_1900,East,ORD901805,LINE154885,Delivered,SHP999345,,2021-02-14,labor shortage,2021-01-01,Type 3,2021-01-03,2021-01-26,Product_11185,Description of item,214.0,Rep A,8781.68,Zone C
Branch 4,Customer_2603,East,ORD556193,LINE783293,Processing,SHP911832,,2024-03-20,production capacity limits,2024-02-16,Type 2,2024-02-18,2024-03-08,Product_9878,Description of item,163.36,Rep A,2095.69,Zone A
Branch 2,Customer_4501,West,ORD936252,LINE726203,Processing,SHP853250,,2024-11-21,demand surge,2024-11-01,Type 3,2024-11-03,2024-11-13,Product_10231,Description of item,354.86,Rep D,9219.68,Zone D
Branch 4,Customer_3870,East,ORD618360,LINE236355,Delivered,SHP666023,URGENT,2025-02-19,other issue,2025-01-14,Type 1,2025-01-16,2025-02-03,Product_6325,Description of item,79.29,Rep C,5280.44,Zone A
Branch 2,Customer_6563,North,ORD840962,LINE433379,Delivered,SHP382959,,2022-12-12,inflation impact,2022-11-05,Type 3,2022-11-07,2022-11-28,Product_2820,Description of item,451.96,Rep A,9581.15,Zone C
Branch 4,Customer_2953,North,ORD244121,LINE526230,Processing,SHP713938,,2021-07-02,labor shortage,2021-05-21,Type 1,2021-05-23,2021-06-13,Product_2906,Description of item,272.68,Rep C,8305.87,Zone A
Branch 4,Customer_6950,West,ORD316692,LINE494986,Processing,SHP998582,,2021-05-26,shipping container shortage,2021-05-01,Type 3,2021-05-03,2021-05-16,Product_11225,Description of item,194.4,Rep D,8226.86,Zone B
Branch 2,Customer_3644,West,ORD884000,LINE597418,Processing,SHP708017,,2020-09-13,supply chain delay,2020-07-31,Type 1,2020-08-02,2020-08-26,Product_9011,Description of item,134.46,Rep B,6093.92,Zone B
Branch 3,Customer_5129,West,ORD307517,LINE828591,Shipped,SHP769390,,2021-12-22,shipping container shortage,2021-12-01,Type 3,2021-12-03,2021-12-13,Product_1580,Description of item,463.72,Rep C,2821.47,Zone D
Branch 2,Customer_2518,West,ORD789556,LINE360201,Shipped,SHP294062,,2022-09-29,supplier price changes,2022-09-13,Type 1,2022-09-15,2022-09-23,Product_6266,Description of item,363.64,Rep A,2909.34,Zone B
Branch 3,Customer_7363,West,ORD781189,LINE940809,Processing,SHP608867,,2024-09-03,on track,2024-08-08,Type 2,2024-08-10,2024-09-05,Product_4905,Description of item,270.26,Rep A,4777.86,Zone C
Branch 1,Customer_5131,West,ORD983317,LINE236181,Shipped,SHP769675,,2024-03-29,on track,2024-03-07,Type 3,2024-03-09,2024-03-31,Product_7996,Description of item,69.09,Rep A,8526.08,Zone D
Branch 2,Customer_7739,South,ORD570712,LINE760771,Shipped,SHP968905,URGENT,2024-08-09,production capacity limits,2024-06-26,Type 3,2024-06-28,2024-07-24,Product_10214,Description of item,246.74,Rep C,6201.54,Zone B
Branch 2,Customer_5383,East,ORD226891,LINE593506,Delivered,SHP946584,URGENT,2023-02-22,on track,2023-02-05,Type 1,2023-02-07,2023-02-23,Product_8015,Description of item,420.02,Rep B,5678.61,Zone A
Branch 4,Customer_3239,South,ORD608759,LINE870874,On Hold,SHP227986,,2020-04-25,on track,2020-04-14,Type 2,2020-04-16,2020-04-27,Product_2022,Description of item,408.72,Rep C,2922.02,Zone C
Branch 1,Customer_1812,East,ORD414140,LINE891594,Processing,SHP682326,,2023-06-23,QA inspection delays,2023-05-28,Type 1,2023-05-30,2023-06-07,Product_5832,Description of item,414.04,Rep A,9303.87,Zone B
Branch 2,Customer_4096,North,ORD439299,LINE116306,Delivered,SHP527441,,2023-06-29,inventory mismatch,2023-05-28,Type 1,2023-05-30,2023-06-17,Product_3373,Description of item,453.34,Rep D,8870.27,Zone C
Branch 2,Customer_6704,North,ORD393712,LINE490610,Delivered,SHP436603,,2021-11-28,on track,2021-11-03,Type 3,2021-11-05,2021-11-29,Product_10954,Description of item,308.95,Rep B,678.56,Zone C
Branch 2,Customer_6754,East,ORD988166,LINE880583,On Hold,SHP356968,URGENT,2022-07-10,raw material shortage,2022-06-06,Type 2,2022-06-08,2022-06-22,Product_499,Description of item,477.01,Rep D,532.93,Zone C
Branch 2,Customer_4609,East,ORD291709,LINE786559,On Hold,SHP860524,,2020-11-12,on track,2020-10-24,Type 3,2020-10-26,2020-11-14,Product_11846,Description of item,109.61,Rep D,927.87,Zone B
Branch 1,Customer_5608,East,ORD237541,LINE771157,Processing,SHP495617,,2024-10-29,production capacity limits,2024-10-01,Type 2,2024-10-03,2024-10-10,Product_9268,Description of item,113.49,Rep C,6163.88,Zone A
Branch 2,Customer_3138,South,ORD974731,LINE723867,Shipped,SHP430947,,2021-07-26,on track,2021-07-18,Type 3,2021-07-20,2021-07-27,Product_11225,Description of item,135.25,Rep A,684.15,Zone D
Branch 1,Customer_3794,West,ORD972581,LINE816471,On Hold,SHP376483,,2021-03-09,labor shortage,2021-02-15,Type 3,2021-02-17,2021-02-22,Product_11091,Description of item,94.71,Rep B,9320.79,Zone C
Branch 1,Customer_9601,West,ORD668245,LINE119996,Processing,SHP800347,,2025-03-11,other issue,2025-01-28,Type 3,2025-01-30,2025-02-26,Product_4169,Description of item,36.67,Rep B,714.83,Zone B
Branch 1,Customer_3889,South,ORD819503,LINE201777,On Hold,SHP148364,,2022-03-03,supplier price changes,2022-02-01,Type 2,2022-02-03,2022-02-26,Product_5610,Description of item,194.92,Rep D,9609.64,Zone C
Branch 3,Customer_8777,West,ORD927390,LINE954130,Delivered,SHP464495,,2023-12-01,QA inspection delays,2023-11-08,Type 3,2023-11-10,2023-11-22,Product_10690,Description of item,353.14,Rep C,8490.23,Zone D
Branch 1,Customer_6859,West,ORD260427,LINE103873,Shipped,SHP676148,,2022-09-07,raw material shortage,2022-08-05,Type 3,2022-08-07,2022-08-19,Product_4931,Description of item,415.27,Rep A,6290.55,Zone B
Branch 3,Customer_8894,North,ORD413415,LINE423107,Delivered,SHP309892,URGENT,2022-02-07,on track,2022-01-23,Type 3,2022-01-25,2022-02-09,Product_10204,Description of item,376.23,Rep D,6195.48,Zone B
Branch 4,Customer_7105,North,ORD573482,LINE228387,Processing,SHP750810,,2023-12-08,QA inspection delays,2023-11-01,Type 2,2023-11-03,2023-11-22,Product_7108,Description of item,305.89,Rep B,793.54,Zone C
Branch 3,Customer_2666,South,ORD648633,LINE808225,On Hold,SHP215630,,2024-09-06,demand surge,2024-08-20,Type 2,2024-08-22,2024-08-25,Product_3416,Description of item,460.08,Rep C,4485.26,Zone D
Branch 2,Customer_6897,East,ORD637338,LINE713900,On Hold,SHP584225,,2022-05-31,inflation impact,2022-04-27,Type 1,2022-04-29,2022-05-18,Product_1727,Description of item,462.07,Rep C,4486.21,Zone A
Branch 4,Customer_2340,South,ORD368149,LINE372655,Processing,SHP752655,,2022-02-11,on track,2022-01-20,Type 2,2022-01-22,2022-02-11,Product_5967,Description of item,244.06,Rep C,4781.05,Zone B
Branch 2,Customer_1391,East,ORD668245,LINE777834,Delivered,SHP910275,URGENT,2024-06-27,demand surge,2024-06-05,Type 1,2024-06-07,2024-06-24,Product_253,Description of item,124.84,Rep A,9175.71,Zone A
Branch 4,Customer_1487,North,ORD826382,LINE573994,Processing,SHP210316,,2024-12-29,on track,2024-12-11,Type 3,2024-12-13,2024-12-31,Product_4644,Description of item,266.58,Rep B,4442.96,Zone D
Branch 1,Customer_4764,North,ORD113268,LINE818299,Processing,SHP854348,,2020-10-03,COVID-19 disruption,2020-09-06,Type 1,2020-09-08,2020-09-16,Product_7843,Description of item,46.43,Rep B,3517.91,Zone A
Branch 2,Customer_6668,West,ORD526651,LINE118606,Delivered,SHP980129,,2020-06-27,COVID-19 disruption,2020-06-12,Type 2,2020-06-14,2020-06-17,Product_11766,Description of item,415.23,Rep A,2634.86,Zone C
Branch 4,Customer_1387,West,ORD502160,LINE912898,Delivered,SHP823587,,2021-03-20,on track,2021-03-17,Type 2,2021-03-19,2021-03-22,Product_2628,Description of item,143.21,Rep B,788.84,Zone B
Branch 2,Customer_6996,North,ORD443698,LINE139743,Shipped,SHP189720,URGENT,2020-06-17,factory shutdown,2020-05-22,Type 1,2020-05-24,2020-06-08,Product_5726,Description of item,232.18,Rep C,5264.13,Zone D
Branch 3,Customer_8738,West,ORD338256,LINE691777,Shipped,SHP235834,URGENT,2020-05-05,COVID-19 disruption,2020-04-09,Type 1,2020-04-11,2020-04-22,Product_9462,Description of item,233.4,Rep A,4767.26,Zone B
Branch 3,Customer_5226,North,ORD549925,LINE782827,Processing,SHP645769,URGENT,2025-01-16,on track,2025-01-06,Type 3,2025-01-08,2025-01-18,Product_11760,Description of item,309.52,Rep A,2184.17,Zone C
Branch 1,Customer_9783,South,ORD894370,LINE251600,Delivered,SHP124420,,2020-06-14,factory shutdown,2020-05-21,Type 2,2020-05-23,2020-05-28,Product_6343,Description of item,242.85,Rep B,3058.4,Zone C
Branch 3,Customer_5491,South,ORD350654,LINE903420,On Hold,SHP396496,URGENT,2021-08-10,on track,2021-07-16,Type 3,2021-07-18,2021-08-10,Product_1755,Description of item,421.45,Rep C,2448.04,Zone D
Branch 2,Customer_9526,East,ORD149088,LINE991574,Shipped,SHP800558,,2024-05-08,demand surge,2024-04-18,Type 1,2024-04-20,2024-04-25,Product_5230,Description of item,458.28,Rep A,9129.43,Zone D
Branch 4,Customer_8230,East,ORD104885,LINE759142,Shipped,SHP397653,,2024-05-09,production capacity limits,2024-04-20,Type 1,2024-04-22,2024-05-02,Product_2701,Description of item,261.67,Rep A,4300.78,Zone C
Branch 3,Customer_8413,South,ORD146904,LINE160835,On Hold,SHP348471,URGENT,2023-08-11,inventory mismatch,2023-07-02,Type 1,2023-07-04,2023-07-25,Product_7318,Description of item,261.19,Rep A,2752.39,Zone D
Branch 4,Customer_9866,South,ORD286819,LINE351111,Processing,SHP312284,,2024-07-26,on track,2024-07-05,Type 2,2024-07-07,2024-07-27,Product_940,Description of item,369.03,Rep C,3790.15,Zone B
Branch 1,Customer_6083,North,ORD656955,LINE201530,Processing,SHP978968,,2021-08-06,on track,2021-07-18,Type 1,2021-07-20,2021-08-08,Product_2453,Description of item,41.98,Rep D,7941.65,Zone B
Branch 1,Customer_4493,South,ORD645229,LINE551911,On Hold,SHP942628,URGENT,2021-06-09,customs backlog,2021-05-05,Type 2,2021-05-07,2021-05-29,Product_5499,Description of item,342.5,Rep C,8001.17,Zone B
Branch 3,Customer_5893,East,ORD265512,LINE801121,Processing,SHP908844,URGENT,2024-09-02,on track,2024-08-20,Type 2,2024-08-22,2024-09-02,Product_4979,Description of item,107.87,Rep D,819.76,Zone C
Branch 4,Customer_6506,North,ORD246898,LINE626550,Delivered,SHP122357,,2020-06-13,supply chain delay,2020-06-01,Type 1,2020-06-03,2020-06-11,Product_792,Description of item,198.03,Rep D,9719.37,Zone B
Branch 2,Customer_1400,West,ORD276591,LINE891155,Shipped,SHP796477,,2020-11-07,factory shutdown,2020-10-25,Type 1,2020-10-27,2020-11-02,Product_1231,Description of item,46.44,Rep D,4243.32,Zone B
Branch 1,Customer_6300,South,ORD368830,LINE451374,Shipped,SHP657950,,2021-09-25,shipping container shortage,2021-09-04,Type 3,2021-09-06,2021-09-09,Product_5183,Description of item,406.02,Rep D,7974.43,Zone C
Branch 2,Customer_3672,South,ORD811936,LINE758391,On Hold,SHP552863,,2021-10-27,shipping container shortage,2021-10-13,Type 3,2021-10-15,2021-10-25,Product_770,Description of item,438.56,Rep C,8297.67,Zone B
Branch 3,Customer_1577,East,ORD813901,LINE102889,Shipped,SHP697242,,2021-10-28,labor shortage,2021-10-10,Type 2,2021-10-12,2021-10-27,Product_3611,Description of item,203.5,Rep B,5448.17,Zone D
